tDate,SumTodayNewLocal,SumTodayNewForeign,SumAccConfirmed,SumPercent,SumPer10HS,SeoulTodayNewLocal,SeoulTodayNewForeign,SeoulAccConfirmed,SeoulPercent,SeoulPer10HS,BusanTodayNewLocal,BusanTodayNewForeign,BusanAccConfirmed,BusanPercent,BusanPer10HS,DaeguTodayNewLocal,DaeguTodayNewForeign,DaeguAccConfirmed,DaeguPercent,DaeguPer10HS,IncheonTodayNewLocal,IncheonTodayNewForeign,IncheonAccConfirmed,IncheonPercent,IncheonPer10HS,GwangjuTodayNewLocal,GwangjuTodayNewForeign,GwangjuAccConfirmed,GwangjuPercent,GwangjuPer10HS,DaejeonTodayNewLocal,DaejeonTodayNewForeign,DaejeonAccConfirmed,DaejeonPercent,DaejeonPer10HS,UlsanTodayNewLocal,UlsanTodayNewForeign,UlsanAccConfirmed,UlsanPercent,UlsanPer10HS,SejongTodayNewLocal,SejongTodayNewForeign,SejongAccConfirmed,SejongPercent,SejongPer10HS,GyeonggiTodayNewLocal,GyeonggiTodayNewForeign,GyeonggiAccConfirmed,GyeonggiPercent,GyeonggiPer10HS,GangwonTodayNewLocal,GangwonTodayNewForeign,GangwonAccConfirmed,GangwonPercent,GangwonPer10HS,ChungbugTodayNewLocal,ChungbugTodayNewForeign,ChungbugAccConfirmed,ChungbugPercent,ChungbugPer10HS,ChungnamTodayNewLocal,ChungnamTodayNewForeign,ChungnamAccConfirmed,ChungnamPercent,ChungnamPer10HS,JeonbugTodayNewLocal,JeonbugTodayNewForeign,JeonbugAccConfirmed,JeonbugPercent,JeonbugPer10HS,JeonnamTodayNewLocal,JeonnamTodayNewForeign,JeonnamAccConfirmed,JeonnamPercent,JeonnamPer10HS,GyeongbugTodayNewLocal,GyeongbugTodayNewForeign,GyeongbugAccConfirmed,GyeongbugPercent,GyeongbugPer10HS,GyeongnamTodayNewLocal,GyeongnamTodayNewForeign,GyeongnamAccConfirmed,GyeongnamPercent,GyeongnamPer10HS,JejuTodayNewLocal,JejuTodayNewForeign,JejuAccConfirmed,JejuPercent,JejuPer10HS,QuarantineTodayNewLocal,QuarantineTodayNewForeign,QuarantineAccConfirmed,QuarantinePercent,QuarantinePer10HS
2021-04-26,469,31,119387,100,230.27,152,2,37010,31,380.23,23,2,4914,4.12,144.03,7,0,9277,7.77,380.75,13,1,5592,4.68,189.17,15,0,2379,1.99,163.32,4,0,1677,1.4,113.76,13,0,1721,1.44,150.04,1,0,352,0.29,102.83,147,3,33474,28.04,252.63,12,0,2654,2.22,172.28,16,0,2574,2.16,160.94,7,0,2953,2.47,139.13,5,1,1888,1.58,103.89,0,0,1039,0.87,55.72,24,1,4006,3.36,150.46,29,0,3757,3.15,111.77,1,0,697,0.58,103.91,0,21,3423,2.87,0
2021-04-27,477,35,119898,100,321.25,116,0,37126,30.96,381.42,30,0,4944,4.12,144.91,9,3,9289,7.75,381.25,14,0,5606,4.68,189.64,6,0,2385,1.99,163.73,8,0,1685,1.41,114.3,18,0,1739,1.45,151.61,2,0,354,0.3,103.41,191,4,33669,28.08,254.1,2,0,2656,2.22,172.41,9,1,2584,2.16,161.56,14,0,2967,2.47,139.79,4,1,1893,1.58,104.17,2,0,1041,0.87,55.83,20,2,4028,3.36,151.29,27,1,3785,3.16,112.6,5,0,702,0.59,104.66,0,23,3445,2.87,0
2021-04-28,754,21,120673,100,232.75,257,2,37385,30.98,384.09,32,1,4977,4.12,145.88,27,2,9318,7.72,382.44,19,1,5626,4.66,190.32,11,1,2397,1.99,164.55,10,0,1695,1.4,114.98,33,0,1772,1.47,154.48,2,0,356,0.3,103.99,189,5,33863,28.06,255.56,11,0,2667,2.21,173.12,22,0,2606,2.16,162.94,38,0,3005,2.49,141.58,13,0,1906,1.58,104.88,5,0,1046,0.87,56.09,27,2,4057,3.37,152.38,55,0,3840,3.18,114.24,3,0,705,0.58,105.11,0,7,3452,2.86,0
2021-04-29,650,30,121351,100,234.05,225,2,37610,30.99,386.4,39,1,5017,4.13,147.05,18,1,9337,7.69,383.22,22,3,5651,4.66,191.16,8,0,2405,1.98,165.1,4,0,1699,1.4,115.25,46,0,1818,1.5,158.5,0,0,356,0.29,103.99,176,6,34045,28.05,256.94,12,1,2680,2.21,173.96,10,0,2616,2.16,163.56,15,1,3021,2.49,142.34,9,0,1915,1.58,105.38,0,2,1048,0.86,56.2,27,2,4086,3.37,153.46,38,0,3878,3.2,115.37,1,0,706,0.58,105.26,0,11,3463,2.85,0
2021-04-30,642,19,122007,100,235.32,222,5,37837,31.01,388.73,31,1,5049,4.14,147.99,13,1,9351,7.66,383.79,14,0,5665,4.64,191.64,4,0,2409,1.97,165.38,30,1,1730,1.42,117.36,61,0,1879,1.54,163.81,1,0,357,0.29,104.29,148,3,34196,28.03,258.08,4,0,2684,2.2,174.22,11,1,2628,2.15,164.31,12,0,3033,2.49,142.9,21,0,1936,1.59,106.53,5,0,1053,0.86,56.47,28,1,4110,3.37,154.37,37,0,3915,3.21,116.47,0,1,707,0.58,105.4,0,5,3468,2.84,0
2021-05-01,593,34,122634,100,236.53,187,8,38032,31.01,390.73,28,1,5078,4.14,148.84,12,0,9363,7.63,384.28,13,0,5678,4.63,192.08,4,0,2413,1.97,165.65,12,1,1743,1.42,118.24,52,0,1931,1.57,168.35,4,0,361,0.29,105.45,187,3,34386,28.04,259.51,4,0,2688,2.19,174.48,4,1,2633,2.15,164.63,16,1,3050,2.49,143.7,9,1,1946,1.59,107.08,2,0,1055,0.86,56.58,11,1,4122,3.36,154.82,41,2,3958,3.23,117.75,7,0,714,0.58,106.45,0,15,3483,2.84,0
2021-05-02,585,21,123240,100,237.7,177,5,38214,31.01,392.6,31,2,5111,4.15,149.8,10,0,9373,7.61,384.69,17,0,5695,4.62,192.65,15,0,2428,1.97,166.68,8,1,1752,1.42,118.85,52,0,1983,1.61,172.88,1,0,362,0.29,105.75,140,5,34531,28.02,260.6,4,0,2692,2.18,174.74,10,1,2644,2.15,165.31,16,0,3066,2.49,144.46,12,0,1958,1.59,107.74,1,0,1056,0.86,56.63,30,0,4152,3.37,155.94,61,0,4019,3.26,119.57,0,1,715,0.58,106.6,0,6,3489,2.83,0
2021-05-03,465,23,123728,100,238.64,123,4,38341,30.99,393.91,16,0,5127,4.14,150.27,10,2,9385,7.59,385.19,14,1,5710,4.61,193.16,5,0,2433,1.97,167.02,5,0,1757,1.42,119.19,21,0,2004,1.62,174.71,3,1,366,0.3,106.92,129,1,34661,28.01,261.59,9,1,2702,2.18,175.39,9,0,2653,2.14,165.88,10,0,3076,2.49,144.93,12,0,1970,1.59,108.4,24,0,1080,0.87,57.92,31,1,4184,3.38,157.15,44,0,4063,3.28,120.87,0,1,716,0.58,106.75,0,11,3500,2.83,0
2021-05-04,514,27,124269,100,239.68,182,2,38525,31,395.8,16,0,5143,4.14,150.74,9,1,9395,7.56,385.6,12,1,5723,4.61,193.6,4,0,2437,1.96,167.3,13,0,1770,1.42,120.07,29,0,2033,1.64,177.24,5,1,372,0.3,108.67,117,7,34785,27.99,262.52,22,0,2724,2.19,176.82,5,2,2660,2.14,166.31,18,1,3095,2.49,145.82,12,0,1982,1.59,109.06,9,0,1089,0.88,58.4,18,4,4206,3.38,157.97,35,1,4099,3.3,121.95,8,0,724,0.58,107.94,0,7,3507,2.82,0
2021-05-05,651,25,124945,100,240.99,234,4,38763,31.02,398.24,22,1,5166,4.13,151.41,6,0,9401,7.52,385.84,16,0,5739,4.59,194.14,8,0,2445,1.96,167.85,18,0,1788,1.43,121.29,21,1,2055,1.64,179.16,0,0,372,0.3,108.67,162,6,34953,27.97,263.79,48,0,2772,2.22,179.94,11,0,2671,2.14,167,10,0,3105,2.49,146.29,6,0,1988,1.59,109.39,12,0,1101,0.88,59.04,38,0,4244,3.4,159.4,26,1,4126,3.3,122.75,13,0,737,0.59,109.88,0,12,3519,2.82,0
2021-05-06,562,12,125519,100,242.09,211,1,38975,31.05,400.42,28,0,5194,4.14,152.24,7,0,9408,7.5,386.13,19,0,5758,4.59,194.78,8,0,2453,1.95,168.4,18,0,1806,1.44,122.51,38,0,2093,1.67,182.47,1,0,373,0.3,108.96,142,0,35095,27.96,264.86,12,0,2784,2.22,180.72,6,0,2677,2.13,167.38,13,2,3120,2.49,147,5,0,1993,1.59,109.67,10,0,1111,0.89,59.58,21,1,4266,3.4,160.22,17,0,4143,3.3,123.25,6,0,743,0.59,110.77,0,8,3527,2.81,0
2021-05-07,509,16,126044,100,243.11,177,2,39154,31.06,402.26,20,1,5215,4.14,152.85,9,0,9417,7.47,386.5,12,2,5772,4.58,195.26,21,0,2474,1.96,169.84,7,0,1813,1.44,122.99,35,0,2128,1.69,185.52,0,0,373,0.3,108.96,136,3,35234,27.95,265.91,8,0,2792,2.22,181.24,4,1,2682,2.13,167.69,8,1,3129,2.48,147.42,6,0,1999,1.59,110,12,0,1123,0.89,60.22,12,0,4278,3.39,160.68,30,2,4175,3.31,124.21,12,0,755,0.6,112.56,0,4,3531,2.8,0
2021-05-08,672,29,126745,100,244.46,240,2,39396,31.08,404.75,26,1,5242,4.14,153.64,13,0,9430,7.44,387.03,20,2,5794,4.57,196,5,0,2479,1.96,170.18,8,1,1822,1.44,123.6,47,1,2176,1.72,189.71,5,0,378,0.3,110.42,192,2,35428,27.95,267.37,27,0,2819,2.22,182.99,9,0,2691,2.12,168.25,3,0,3132,2.47,147.56,4,1,2004,1.58,110.27,11,1,1135,0.9,60.87,20,1,4299,3.39,161.46,37,0,4212,3.32,125.31,5,0,760,0.6,113.31,0,17,3548,2.8,0
2021-05-09,522,42,127309,100,245.55,191,4,39591,31.1,406.75,10,0,5252,4.13,153.94,6,0,9436,7.41,387.28,11,0,5805,4.56,196.37,6,0,2485,1.95,170.59,2,0,1824,1.43,123.73,28,0,2204,1.73,192.15,1,0,379,0.3,110.71,144,5,35577,27.95,268.5,7,0,2826,2.22,183.44,8,1,2700,2.12,168.81,10,0,3142,2.47,148.04,8,0,2012,1.58,110.71,24,0,1159,0.91,62.15,19,0,4318,3.39,162.18,30,0,4242,3.33,126.2,17,1,778,0.61,115.99,0,31,3579,2.81,0
2021-05-10,436,27,127772,100,246.44,136,5,39732,31.1,408.2,19,1,5272,4.13,154.52,3,1,9440,7.39,387.44,12,1,5818,4.55,196.81,9,0,2494,1.95,171.21,4,0,1828,1.43,124,24,0,2228,1.74,194.24,7,0,386,0.3,112.76,135,2,35714,27.95,269.53,4,1,2831,2.22,183.77,4,0,2704,2.12,169.06,14,1,3157,2.47,148.74,9,0,2021,1.58,111.21,9,0,1168,0.91,62.64,19,0,4337,3.39,162.89,14,2,4258,3.33,126.68,14,0,792,0.62,118.08,0,13,3592,2.81,0
2021-05-11,483,28,128283,100,247.42,163,0,39895,31.1,409.87,13,1,5286,4.12,154.93,8,0,9448,7.36,387.77,20,1,5839,4.55,197.52,23,1,2518,1.96,172.86,7,0,1835,1.43,124.48,19,0,2247,1.75,195.9,0,0,386,0.3,122.76,127,11,35852,27.95,290.57,12,0,2843,2.22,184.55,4,0,2708,2.11,169.31,18,0,3175,2.47,149.59,12,0,2033,1.58,111.87,10,0,1178,0.92,63.17,15,0,4352,3.39,163.45,9,1,4268,3.33,126.97,23,1,816,0.64,121.66,0,12,3604,2.81,0
2021-05-12,613,22,128918,100,248.65,220,3,40118,31.12,412.16,10,0,5296,4.11,155.23,5,1,9454,7.33,388.02,20,0,5859,4.54,198.2,22,0,2540,1.97,174.37,8,0,1843,1.43,125.02,31,0,2278,1.77,198.6,1,0,387,0.3,113.05,184,3,36039,27.95,271.98,16,1,2860,2.22,185.65,12,0,2720,2.11,170.06,10,0,3185,2.47,150.06,22,0,2055,1.59,113.08,17,0,1195,0.93,64.08,7,0,4359,3.38,163.72,15,1,4284,3.32,127.45,13,0,829,0.64,123.59,0,13,3617,2.81,0
2021-05-13,692,23,129633,100,250.03,227,0,40345,31.12,414.5,20,0,5316,4.1,155.81,5,0,9459,7.3,388.22,17,0,5876,4.53,198.77,23,0,2563,1.98,175.95,18,0,1861,1.44,126.24,31,0,2309,1.78,201.3,2,0,389,0.3,113.63,222,4,36265,27.98,273.69,15,2,2877,2.22,186.75,10,0,2730,2.11,170.69,19,0,3204,2.47,150.96,10,0,2065,1.59,113.63,12,0,1207,0.93,64.73,22,1,4382,3.38,164.58,30,2,4316,3.33,128.4,9,0,838,0.65,124.93,0,14,3631,2.8,0
2021-05-14,729,18,130380,100,251.47,229,2,40576,31.12,416.87,24,0,5340,4.1,156.51,9,0,9468,7.26,388.59,34,0,5910,4.53,199.92,10,1,2574,1.97,176.7,31,0,1892,1.45,128.34,26,0,2335,1.79,203.57,7,0,396,0.3,155.68,172,1,36438,27.95,275,25,0,2902,2.23,188.38,4,0,2734,2.1,170.94,22,0,3226,2.47,151.99,14,0,2079,1.59,114.4,50,0,1257,0.96,67.41,34,1,4417,3.39,165.9,28,4,4348,3.33,129.35,10,0,848,0.65,126.43,0,9,3640,2.79,0
2021-05-15,661,20,131061,100,252.78,253,1,40830,31.15,419.48,41,1,5382,4.11,157.75,4,1,9473,7.23,388.8,16,0,5926,4.52,200.47,10,1,2585,1.97,177.46,10,0,1902,1.45,129.02,22,0,2357,1.8,205.49,3,0,399,0.3,116.55,168,2,36608,27.93,276.28,12,0,2914,2.22,189.15,5,0,2739,2.09,171.25,10,2,3238,2.47,152.56,10,1,2090,1.59,115.01,26,0,1283,0.98,68.8,19,0,4436,3.38,166.61,38,2,4388,3.35,130.54,14,0,862,0.66,128.51,0,9,3649,2.78,0
2021-05-16,572,38,131671,100,253.96,208,5,41043,31.17,421.67,30,1,5413,4.11,158.65,6,0,9479,7.2,389.04,15,0,5941,4.51,200.97,14,0,2599,1.97,178.42,4,0,1906,1.45,129.29,11,0,2368,1.8,206.44,0,0,399,0.3,116.55,156,5,36769,27.92,277.49,5,0,2919,2.22,189.48,19,1,2759,2.1,172.5,14,4,3256,2.47,153.41,13,1,2104,1.6,115.78,13,0,1296,0.95,69.5,11,0,4447,3.38,167.02,44,1,4433,3.37,131.88,9,0,871,0.66,129.85,0,20,3669,2.79,0
2021-05-17,597,22,132290,100,255.15,192,3,41238,31.17,423.67,12,0,5425,4.1,159.01,19,0,9498,7.18,389.82,12,2,5955,4.5,201.45,27,0,2626,1.99,180.27,2,0,1908,1.44,129.43,16,0,2384,1.8,207.84,0,0,399,0.3,116.55,148,2,36919,27.91,278.63,35,0,2954,2.23,191.75,22,1,2782,2.1,173.94,14,2,3272,2.47,154.16,9,0,2113,1.6,116.27,17,3,1316,0.99,70.57,27,0,4474,3.38,168.04,30,0,4463,3.37,132.77,15,0,886,0.67,132.09,0,9,3678,2.78,0
2021-05-18,506,22,132818,100,256.17,169,3,41410,31.18,425.44,13,0,5438,4.09,159.39,23,0,9521,7.17,390.77,16,0,5971,4.5,201.99,11,0,2637,1.99,181.03,12,0,1920,1.45,130.24,6,0,2390,1.8,208.36,4,0,403,0.3,117.72,134,3,37056,27.9,279.66,25,0,2979,2.24,193.37,13,0,2795,2.1,174.75,15,0,3287,2.47,154.87,7,0,2120,1.6,116.66,12,0,1328,1,71.22,21,2,4497,3.39,168.9,15,1,4479,3.37,133.25,10,1,897,0.68,133.73,0,12,3690,2.78,0
2021-05-19,637,17,133471,100,257.43,245,4,41659,31.21,428,27,0,5465,4.09,160.18,23,0,9544,7.15,391.71,23,0,5994,4.49,202.77,4,0,2641,1.98,181.3,10,0,1930,1.45,130.92,27,0,2417,1.81,210.72,3,0,406,0.3,118.6,159,5,37219,27.89,280.89,16,0,2995,2.24,194.41,21,0,2816,2.11,176.07,16,1,3304,2.48,155.67,9,0,2129,1.6,117.15,10,0,1338,1,71.75,24,0,4521,3.39,169.8,16,0,4495,3.37,133.73,4,0,901,0.68,134.33,0,7,3697,2.77,0
2021-05-20,619,27,134117,100,258.68,238,4,41901,31.24,430.48,17,0,5482,4.09,160.68,9,0,9553,7.12,392.08,13,0,6007,4.48,203.21,15,0,2656,1.98,182.33,7,1,1938,1.45,131.47,25,0,2442,1.82,212.9,8,1,415,0.31,121.23,183,4,37406,27.89,282.3,8,0,3003,2.24,194.93,13,0,2829,2.11,176.88,19,0,3323,2.48,156.56,7,0,2136,1.59,117.54,6,1,1345,1,72.13,33,0,4554,3.4,171.04,12,0,4507,3.36,134.08,6,0,907,0.68,135.22,0,16,3713,2.77,0
2021-05-21,542,19,134678,100,259.76,171,1,42073,31.24,432.25,13,2,5497,4.08,161.12,18,1,9572,7.11,392.86,12,0,6019,4.47,203.61,13,0,2669,1.98,183.22,15,0,1953,1.45,132.48,13,0,2455,1.82,214.03,1,0,416,0.31,121.52,161,3,37570,27.9,283.54,7,0,3010,2.23,195.39,12,0,2841,2.11,177.63,40,1,3364,2.5,158.5,15,1,2152,1.6,118.42,17,0,1362,1.01,73.04,11,0,4565,3.39,171.45,18,0,4525,3.36,134.62,5,0,912,0.68,135.97,0,10,3723,2.76,0
2021-05-22,633,33,135344,100,261.04,205,3,42281,31.24,434.39,27,1,5525,4.08,161.94,55,1,9628,7.11,395.16,13,2,6034,4.46,204.12,15,0,2684,1.98,184.25,5,0,1958,1.45,132.82,29,0,2484,1.84,216.56,0,0,416,0.31,121.52,163,2,37735,27.88,284.78,29,0,3039,2.25,197.28,4,2,2847,2.1,178.01,17,0,3381,2.5,159.3,12,0,2164,1.6,119.08,16,0,1378,1.02,73.9,15,1,4581,3.38,172.06,21,0,4546,3.36,135.24,7,0,919,0.68,137.01,0,21,3744,2.77,0
2021-05-23,570,15,135929,100,262.17,180,1,42462,31.24,436.25,14,1,5540,4.08,162.38,57,0,9685,7.13,397.5,12,0,6046,4.45,204.52,9,0,2693,1.98,184.87,12,0,1970,1.45,133.64,23,1,2508,1.85,218.65,1,0,417,0.31,121.81,150,1,37886,27.87,285.92,18,1,3058,2.25,198.5,9,0,2856,2.1,178.57,24,0,3405,2.5,160.43,14,0,2178,1.6,119.85,10,0,1388,1.02,74.44,12,0,4593,3.38,172.51,17,0,4563,3.36,135.75,8,0,927,0.68,138.2,0,10,3754,2.76,0
2021-05-24,513,25,136467,100,263.21,136,3,42601,31.22,437.67,14,1,5555,4.01,162.82,48,0,9733,7.13,399.47,18,0,6064,4.44,205.13,15,1,2709,1.99,185.97,11,0,1981,1.45,134.38,12,0,2520,1.85,219.7,14,0,431,0.32,125.9,120,2,38008,27.85,286.84,18,2,3078,2.26,199.8,7,0,2863,2.1,179.01,28,3,3436,2.52,161.89,12,0,2190,1.6,120.51,12,2,1402,1.03,75.19,12,0,4605,3.37,172.96,17,0,4580,3.36,136.26,19,0,946,0.69,141.04,0,11,3765,2.76,0
2021-05-25,481,35,136983,100,264.2,137,1,42739,31.2,439.09,16,0,5571,4.07,163.29,27,2,9762,7.13,400.66,11,0,6075,4.43,205.51,21,0,2730,1.99,187.41,15,0,1996,1.46,135.4,7,0,2527,1.84,220.31,14,0,445,0.32,129.99,132,4,38144,27.85,287.87,20,1,3099,2.26,201.16,8,1,2872,2.1,179.57,20,2,3458,2.52,162.92,5,0,2195,1.6,120.78,7,0,1409,1.03,75.56,11,1,4617,3.37,173.41,13,1,4594,3.35,136.67,17,0,963,0.7,143.57,0,22,3787,2.76,0
2021-05-26,684,23,137682,100,265.55,260,2,43001,31.23,441.78,21,1,5593,4.06,163.93,30,0,9792,7.11,401.89,19,0,6094,4.43,206.15,20,1,2751,2,188.85,17,0,2013,1.46,136.55,15,0,2542,1.85,221.61,9,0,454,0.33,132.62,184,6,38334,27.84,289.31,25,0,3124,2.27,202.79,13,0,2885,2.1,180.38,19,0,3477,2.53,163.82,6,0,2193,1.59,120.67,11,0,1420,1.03,76.15,9,0,4626,3.36,173.75,20,0,4614,3.35,137.27,6,0,969,0.7,144.47,0,13,3800,2.76,0
2021-05-27,620,9,138311,100,266.76,216,2,43219,31.25,444.02,18,0,5611,4.06,164.46,27,0,9819,7.1,403,30,0,6124,4.43,207.16,15,0,2766,2,189.88,23,0,2036,1.47,138.11,6,0,2548,1.84,22.14,8,0,462,0.33,134.96,168,2,38504,27.84,290.59,7,0,3131,2.26,203.24,9,0,2894,2.09,180.94,17,0,3494,2.53,164.62,6,0,2199,1.59,121,16,0,1436,1.04,77.01,10,2,4638,3.35,174.2,18,0,4632,3.35,137.8,26,0,995,0.72,148.34,0,3,3803,2.75,0
2021-05-28,571,16,138898,100,267.9,212,2,43433,31.27,446.22,13,0,5624,4.05,164.84,24,0,9843,7.09,403.98,26,0,6150,4.43,208.04,8,0,2774,2,190.43,18,0,2054,1.48,139.33,12,0,2560,1.84,223.18,8,0,470,0.34,137.3,146,3,38653,27.83,291.71,16,0,3147,2.27,204.28,14,0,2908,2.09,181.82,21,0,3515,2.53,165.61,4,0,2203,1.59,121.22,7,0,1443,1.04,77.38,14,0,4652,3.35,174.72,21,0,4653,3.35,138.43,7,0,1002,0.72,149.39,0,11,3814,2.75,0
2021-05-29,505,28,139431,100,268.93,190,4,43627,31.29,448.21,14,0,5638,4.04,165.25,22,0,9865,7.08,404.89,17,1,6168,4.42,208.65,9,0,2783,2,191.5,11,0,2065,1.48,140.08,8,0,2568,1.84,223.88,1,0,471,0.34,137.59,136,3,38792,27.83,292.76,10,0,3157,2.26,204.93,22,0,2930,2.1,183.19,10,2,3527,2.53,166.18,6,0,2209,1.58,121.55,5,0,1448,1.04,77.65,13,0,4665,3.35,175.21,19,1,4673,3.35,139.02,12,1,1015,0.73,151.32,0,16,3830,2.75,0
2021-05-30,464,16,139910,100,269.85,159,1,43787,31.3,449.86,13,0,5651,4.04,165.63,20,0,9885,7.07,405.71,18,0,6186,4.42,209.26,9,0,2792,2,191.67,7,0,2072,1.48,140.56,6,1,2575,1.84,224.49,6,0,477,0.34,139.34,156,4,38951,27.84,293.96,17,0,3174,2.27,206.03,6,0,2936,2.1,183.57,5,2,3534,2.53,166.51,7,0,2216,1.58,121.94,9,0,1457,1.04,78.14,9,0,4674,3.34,175.55,9,1,4683,3.35,139.32,8,0,1023,0.73,152.52,0,7,3837,2.74,0
2021-05-31,411,19,140340,100,270.68,129,1,43917,31.29,451.19,16,1,5668,4.04,166.13,31,0,9916,7.07,406.98,10,2,6198,4.42,209.67,13,0,2805,2,192.56,6,0,2078,1.48,140.96,3,0,2578,1.84,224.75,3,0,480,0.34,140.22,127,3,39081,27.85,294.94,11,0,3185,2.27,206.75,7,0,2943,2.1,184.01,4,0,3538,2.52,166.69,9,0,2225,1.59,122.43,6,0,1463,1.04,78.46,15,3,4692,3.34,176.22,15,1,4699,3.35,139.8,6,1,1030,0.73,153.56,0,7,3844,2.74,0
2021-06-01,449,10,140799,100,271.56,146,1,44064,31.3,452.7,28,0,5696,4.05,166.95,39,3,9958,7.07,408.7,16,1,6215,4.41,210.24,5,0,2810,2,192.9,19,0,2097,1.49,142.25,2,0,2580,1.83,224.93,3,0,483,0.34,141.09,116,0,39197,27.84,295.82,13,0,3198,2.27,207.59,11,0,2954,2.1,184.7,11,1,3550,2.52,167.26,6,0,2231,1.58,122.76,5,0,1468,1.04,78.73,9,0,4701,3.34,176.56,8,0,4707,3.34,140.03,12,0,1042,0.74,155.35,0,4,3848,2.73,0
2021-06-02,654,23,141476,100,272.87,256,2,44322,31.33,455.35,19,2,5717,4.04,197.56,39,0,9997,7.07,410.3,19,1,6235,4.41,210.92,5,0,2815,1.99,193.25,23,0,2120,1.5,143.81,14,0,2594,1.83,226.15,3,0,486,0.34,141.97,188,4,39389,27.84,297.27,14,0,3212,2.27,208.5,5,0,2959,2.09,185.01,7,0,3557,2.51,167.59,10,0,2241,1.58,123.31,10,0,1478,1.04,79.26,9,3,4713,3.33,177.01,19,2,4728,3.34,140.66,14,0,1056,0.75,157.44,0,9,3857,2.73,0
2021-06-03,672,9,142157,100,274.18,215,0,44537,31.33,457.56,32,0,5749,4.04,168.5,73,1,10071,7.08,413.34,22,0,6257,4.4,211.66,4,0,2819,1.98,193.52,15,0,2135,1.5,144.83,8,0,2602,1.83,226.85,1,0,487,0.34,142.26,207,4,39600,27.86,298.86,16,1,3229,2.27,209.6,5,0,2964,2.09,185.32,13,0,3570,2.51,168.2,12,0,2253,1.58,123.97,3,0,1481,1.04,79.42,11,0,4724,3.32,177.43,23,0,4751,3.34,141.34,12,0,1068,0.75,159.22,0,3,3860,2.72,0
2021-06-04,674,21,142852,100,275.52,205,1,44743,31.32,459.68,13,1,5763,4.03,168.91,65,0,10136,7.1,416.01,10,0,6267,4.39,212,7,0,2826,1.98,194,18,0,2153,1.51,146.05,14,1,2617,1.83,228.15,3,0,490,0.34,143.14,204,5,39809,27.87,300.44,18,0,3247,2.27,210.77,21,1,2986,2.09,186.7,9,0,3579,2.51,168.63,3,0,2256,1.58,124.14,12,0,1493,1.05,80.07,8,3,4735,3.31,177.84,43,1,4795,3.36,142.65,21,0,1089,0.76,162.36,0,8,3868,2.71,0
2021-06-05,725,19,143596,100,276.96,274,3,45020,31.35,462.53,13,4,5780,4.03,169.41,41,0,10177,7.09,417.69,16,0,6283,4.38,212.54,9,0,2835,1.97,194.62,31,0,2184,1.52,148.15,5,0,2622,1.83,228.59,4,0,494,0.34,144.31,206,5,40020,27.87,302.03,14,0,3261,2.27,211.68,24,0,3010,2.1,188.2,9,1,3589,2.5,169.1,13,1,2270,1.58,124.91,14,0,1507,1.05,80.82,10,0,4745,3.3,178.22,20,0,4815,3.35,143.25,22,0,1111,0.77,165.64,0,5,3873,2.7,0
2021-06-06,541,15,144152,100,278.03,177,2,45199,31.36,464.36,21,0,5801,4.02,170.03,45,1,10223,7.09,419.58,22,1,6306,4.37,213.32,2,0,2837,1.97,194.76,18,0,2202,1.53,149.37,7,0,2629,1.82,229.2,0,0,494,0.34,144.31,157,3,40180,27.87,303.24,10,0,3271,2.27,212.33,17,0,3027,2.1,189.26,13,0,3602,2.5,169.71,0,0,2270,1.57,124.91,9,0,1516,1.05,81.3,9,1,4755,3.3,178.59,17,0,4832,3.35,143.75,17,2,1130,0.78,168.47,0,5,3878,2.69,0
2021-06-07,454,31,144637,100,278.97,149,10,45358,31.36,466,9,3,5813,4.02,170.38,26,0,10249,7.09,420.65,15,0,6321,4.37,213.83,4,0,2841,1.96,195.03,20,0,2222,1.54,150.73,10,0,2639,1.82,230.07,0,0,494,0.34,144.31,146,5,40331,27.88,304.38,2,0,3273,2.26,212.46,10,1,3038,2.1,189.95,9,0,3611,2.5,170.13,3,0,2273,1.57,125.08,3,0,1519,1.05,81.46,8,1,4764,3.29,178.93,27,1,4860,3.36,144.59,13,0,1143,0.79,170.41,0,10,3888,2.69,0
2021-06-08,435,19,145091,100,279.84,139,0,45497,31.36,467.43,15,0,5828,4.02,170.82,33,0,10282,7.09,422,11,2,6334,4.37,214.27,1,0,2842,1.96,195.1,22,0,2244,1.55,152.22,3,0,2642,1.82,230.33,0,0,494,0.34,144.31,125,5,40461,27.89,305.36,5,0,3278,2.26,212.78,6,0,3044,2.1,190.32,3,1,3615,2.49,170.32,3,1,2277,1.57,125.3,8,0,1527,1.05,81.89,6,1,4771,3.29,179.19,48,0,4908,3.38,146.01,7,1,1151,0.79,171.6,0,8,3896,2.69,0
2021-06-09,581,21,145692,100,281,181,2,45679,31.35,469.3,14,2,5844,4.01,171.29,44,0,10326,7.09,423.81,21,2,6357,4.36,215.05,7,0,2849,1.96,195.58,25,0,2269,1.56,153.92,6,0,2648,1.82,230.86,3,0,497,0.34,145.18,155,6,40622,27.88,306.57,29,1,3308,2.27,214.73,23,0,3067,2.11,191.76,4,1,3620,2.48,170.56,6,0,2283,1.57,125.63,6,0,1533,1.05,82.21,12,1,4784,3.28,179.68,39,0,4947,3.4,147.17,6,1,1158,0.79,172.64,0,5,3901,2.68,0
