BASE_DT,CELL_ID,CELL_XCRD,CELL_YCRD,CTDO_CD,CTDO_NM,CCW_CD,CCW_NM,ADNG_CD,ADNG_NW,DOW,TMZN,SEX_DV_CD,YY10_AGLV_ID,CORC_WALK_POPL_CNT,CORC_NTWK_POPL_CNT
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,19,FEMALE,1,19,11
20201116,"83,063,903",127.0421,37.59104,11,서울특별시,1123,동대문구,11230705,청량리동,월,9,MALE,7,8,5
20201106,"83,527,872",127.0585,37.5902,11,서울특별시,1123,동대문구,11230720,휘경1동,금,19,FEMALE,4,14,23
20201106,"83,527,872",127.0585,37.5902,11,서울특별시,1123,동대문구,11230720,휘경1동,금,15,MALE,4,9,10
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,4,MALE,3,13,4
20201106,"103,159,221",127.7543,37.85033,42,강원도,4211,춘천시,42110390,동내면,금,21,MALE,5,8,7
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,12,FEMALE,2,15,25
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,21,FEMALE,1,13,23
20201106,"83,527,872",127.0585,37.5902,11,서울특별시,1123,동대문구,11230720,휘경1동,금,21,FEMALE,4,13,14
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,2,MALE,3,13,8
20201106,"83,527,872",127.0585,37.5902,11,서울특별시,1123,동대문구,11230720,휘경1동,금,11,FEMALE,1,15,9
20201106,"103,159,221",127.7543,37.85033,42,강원도,4211,춘천시,42110390,동내면,금,16,MALE,3,8,8
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,11,FEMALE,4,12,23
20201106,"83,527,872",127.0585,37.5902,11,서울특별시,1123,동대문구,11230720,휘경1동,금,13,FEMALE,1,5,14
20201108,"82,615,251",127.0282,37.28452,41,경기도,4111,수원시,41115710,우만1동,일,11,MALE,7,8,21
20201108,"82,487,744",127.0223,37.50308,11,서울특별시,1165,서초구,11650531,서초4동,일,20,MALE,3,15,14
20201108,"80,647,370",126.9588,37.28242,41,경기도,4111,수원시,41113700,입북동,일,23,MALE,1,8,3
20201108,"82,615,251",127.0282,37.28452,41,경기도,4111,수원시,41115710,우만1동,일,15,MALE,5,11,29
20201108,"82,615,251",127.0282,37.28452,41,경기도,4111,수원시,41115710,우만1동,일,13,FEMALE,6,10,34
20201108,"79,624,151",126.9202,37.60537,11,서울특별시,1138,은평구,11380625,역촌동,일,5,FEMALE,2,13,4
20201108,"79,624,151",126.9202,37.60537,11,서울특별시,1138,은평구,11380625,역촌동,일,10,MALE,5,6,7
20201108,"82,487,744",127.0223,37.50308,11,서울특별시,1165,서초구,11650531,서초4동,일,17,FEMALE,6,6,4
20201108,"148,319,347",129.3043,35.5604,31,울산광역시,3111,중구,31110600,태화동,일,22,MALE,1,5,5
20201108,"82,615,251",127.0282,37.28452,41,경기도,4111,수원시,41115710,우만1동,일,0,FEMALE,2,13,10
20201108,"82,615,251",127.0282,37.28452,41,경기도,4111,수원시,41115710,우만1동,일,2,MALE,1,5,5
20201108,"82,487,744",127.0223,37.50308,11,서울특별시,1165,서초구,11650531,서초4동,일,21,MALE,5,12,6
20201108,"82,487,744",127.0223,37.50308,11,서울특별시,1165,서초구,11650531,서초4동,일,19,MALE,5,14,7
20201111,"83,559,754",127.06,37.53793,11,서울특별시,1120,성동구,11200670,성수2가1동,수,23,MALE,2,16,9
20201111,"83,559,754",127.06,37.53793,11,서울특별시,1120,성동구,11200670,성수2가1동,수,16,MALE,4,36,23
20201111,"79,272,085",126.9081,37.56565,11,서울특별시,1144,마포구,11440730,성산2동,수,23,MALE,3,17,3
20201111,"72,808,258",126.6805,37.46019,28,인천광역시,2817,미추홀구,28177620,주안1동,수,7,FEMALE,6,27,5
20201111,"72,808,258",126.6805,37.46019,28,인천광역시,2817,미추홀구,28177620,주안1동,수,14,MALE,1,5,7
20201111,"79,272,085",126.9081,37.56565,11,서울특별시,1144,마포구,11440730,성산2동,수,16,MALE,5,13,4
20201111,"80,903,957",126.9659,37.55421,11,서울특별시,1114,중구,11140680,중림동,수,7,MALE,1,4,3
20201111,"83,559,754",127.06,37.53793,11,서울특별시,1120,성동구,11200670,성수2가1동,수,7,FEMALE,6,18,4
20201111,"72,808,258",126.6805,37.46019,28,인천광역시,2817,미추홀구,28177620,주안1동,수,17,FEMALE,2,46,19
20201106,"131,038,881",128.6983,34.87098,48,경상남도,4831,거제시,48310540,아주동,금,12,MALE,5,18,14
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,13,FEMALE,4,7,14
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,3,MALE,5,12,4
20201106,"130,846,954",128.6922,34.89854,48,경상남도,4831,거제시,48310560,옥포2동,금,21,MALE,4,7,3
20201106,"149,839,441",129.3587,35.64477,31,울산광역시,3120,북구,31200510,농소1동,금,17,FEMALE,1,15,4
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,1,FEMALE,5,9,4
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,10,FEMALE,2,10,10
20201106,"79,650,674",126.9393,35.13754,29,광주광역시,2911,동구,29110710,학운동,금,10,MALE,1,6,3
20201106,"103,159,221",127.7543,37.85033,42,강원도,4211,춘천시,42110390,동내면,금,19,MALE,5,9,6
20201106,"103,159,221",127.7543,37.85033,42,강원도,4211,춘천시,42110390,동내면,금,18,MALE,3,9,19
20201106,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,금,5,MALE,5,10,11
20201108,"82,487,744",127.0223,37.50308,11,서울특별시,1165,서초구,11650531,서초4동,일,6,FEMALE,4,8,7
20201108,"82,615,251",127.0282,37.28452,41,경기도,4111,수원시,41115710,우만1동,일,6,MALE,2,5,14
20201108,"82,487,744",127.0223,37.50308,11,서울특별시,1165,서초구,11650531,서초4동,일,18,MALE,3,17,7
20201108,"83,958,997",127.076,37.20808,41,경기도,4159,화성시,41590585,동탄1동,일,17,FEMALE,1,6,10
20201118,"125,985,297",128.5375,35.81918,27,대구광역시,2729,달서구,27290624,상인1동,수,21,FEMALE,2,8,6
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,6,FEMALE,3,28,6
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,0,FEMALE,3,40,17
20201118,"84,263,790",127.0847,37.57407,11,서울특별시,1126,중랑구,11260540,면목4동,수,8,MALE,4,7,6
20201118,"79,639,705",126.9223,37.40483,41,경기도,4117,안양시,41171520,안양2동,수,16,MALE,5,3,4
20201118,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,수,19,MALE,3,7,4
20201118,"84,903,385",127.1082,37.40965,41,경기도,4113,성남시,41131650,시흥동,수,10,MALE,2,3,5
20201118,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,수,15,FEMALE,5,18,7
20201120,"83,959,268",127.0753,37.33022,41,경기도,4146,용인시,41465530,신봉동,금,14,FEMALE,1,6,4
20201120,"83,959,268",127.0753,37.33022,41,경기도,4146,용인시,41465530,신봉동,금,20,MALE,1,10,6
20201120,"82,808,277",127.032,37.75234,41,경기도,4115,의정부시,41150595,가능동,금,8,FEMALE,4,10,17
20201120,"78,807,922",126.8924,37.47905,11,서울특별시,1153,구로구,11530595,가리봉동,금,9,MALE,6,29,3
20201120,"78,807,922",126.8924,37.47905,11,서울특별시,1153,구로구,11530595,가리봉동,금,15,MALE,6,31,4
20201120,"75,816,045",126.7869,37.44961,41,경기도,4139,시흥시,41390510,대야동,금,10,FEMALE,5,16,3
20201120,"86,630,927",127.1699,37.2521,41,경기도,4146,용인시,41461520,역삼동,금,16,FEMALE,6,4,4
20201120,"82,808,277",127.032,37.75234,41,경기도,4115,의정부시,41150595,가능동,금,14,FEMALE,4,7,14
20201120,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,금,0,MALE,2,19,4
20201120,"86,630,927",127.1699,37.2521,41,경기도,4146,용인시,41461520,역삼동,금,8,MALE,4,3,4
20201120,"84,887,599",127.1071,37.50565,11,서울특별시,1171,송파구,11710580,송파1동,금,14,FEMALE,2,6,13
20201120,"128,255,124",128.6036,34.90298,48,경상남도,4831,거제시,48310570,장평동,금,7,MALE,4,7,3
20201120,"78,807,922",126.8924,37.47905,11,서울특별시,1153,구로구,11530595,가리봉동,금,22,MALE,5,52,5
20201112,"74,744,056",126.7493,37.42414,28,인천광역시,2820,남동구,28200655,서창2동,목,16,FEMALE,5,34,9
20201112,"69,256,550",126.5546,37.4908,28,인천광역시,2811,중구,28110622,영종1동,목,12,MALE,0,4,4
20201112,"83,015,739",127.0409,37.51577,11,서울특별시,1168,강남구,11680531,논현2동,목,13,MALE,4,22,6
20201112,"84,646,494",127.1013,37.00084,41,경기도,4122,평택시,41220620,비전1동,목,7,FEMALE,7,7,7
20201112,"84,646,494",127.1013,37.00084,41,경기도,4122,평택시,41220620,비전1동,목,16,MALE,1,14,6
20201112,"69,256,550",126.5546,37.4908,28,인천광역시,2811,중구,28110622,영종1동,목,14,FEMALE,3,16,9
20201112,"74,744,056",126.7493,37.42414,28,인천광역시,2820,남동구,28200655,서창2동,목,18,MALE,6,18,12
20201112,"83,015,739",127.0409,37.51577,11,서울특별시,1168,강남구,11680531,논현2동,목,10,MALE,2,11,6
20201112,"74,744,056",126.7493,37.42414,28,인천광역시,2820,남동구,28200655,서창2동,목,3,FEMALE,4,17,3
20201112,"71,144,511",126.6209,37.52691,28,인천광역시,2826,서구,28260539,청라3동,목,21,MALE,4,11,3
20201128,"71,144,511",126.6209,37.52691,28,인천광역시,2826,서구,28260539,청라3동,토,21,MALE,4,14,3
20201128,"100,096,610",127.6402,34.78437,46,전라남도,4613,여수시,46130800,여천동,토,23,FEMALE,1,4,4
20201128,"128,097,255",128.6111,35.85909,27,대구광역시,2726,수성구,27260570,수성1가동,토,22,FEMALE,4,14,3
20201128,"79,672,120",126.922,37.59277,11,서울특별시,1138,은평구,11380590,응암2동,토,14,FEMALE,5,5,5
20201128,"98,864,805",127.5982,34.83762,46,전라남도,4613,여수시,46130320,율촌면,토,3,FEMALE,7,3,7
20201128,"83,591,991",127.0605,37.64564,11,서울특별시,1135,노원구,11350695,상계6.7동,토,15,MALE,6,7,7
20201128,"79,672,120",126.922,37.59277,11,서울특별시,1138,은평구,11380590,응암2동,토,15,FEMALE,3,4,7
20201118,"84,903,385",127.1082,37.40965,41,경기도,4113,성남시,41131650,시흥동,수,11,MALE,4,9,5
20201118,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,수,16,MALE,5,16,5
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,19,FEMALE,2,4,5
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,9,FEMALE,7,7,9
20201118,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,수,17,MALE,5,13,6
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,15,MALE,4,7,6
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,4,MALE,3,7,4
20201118,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,수,14,FEMALE,3,10,5
20201118,"85,398,869",127.1268,37.19112,41,경기도,4159,화성시,41590610,동탄7동,수,20,FEMALE,4,25,11
20201120,"82,808,277",127.032,37.75234,41,경기도,4115,의정부시,41150595,가능동,금,19,MALE,4,10,15
20201120,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,금,14,FEMALE,3,21,6
20201120,"84,887,599",127.1071,37.50565,11,서울특별시,1171,송파구,11710580,송파1동,금,7,MALE,5,3,19
20201120,"84,887,599",127.1071,37.50565,11,서울특별시,1171,송파구,11710580,송파1동,금,16,MALE,7,4,9
20201120,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,금,15,FEMALE,5,29,5
20201120,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,금,7,MALE,4,24,11
20201120,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,금,11,MALE,2,17,6
20201120,"139,236,635",129.0326,37.69148,42,강원도,4215,강릉시,42150340,강동면,금,12,FEMALE,5,6,3
20201120,"84,887,599",127.1071,37.50565,11,서울특별시,1171,송파구,11710580,송파1동,금,9,FEMALE,4,5,20
20201120,"72,952,253",126.6856,37.46203,28,인천광역시,2817,미추홀구,28177620,주안1동,금,21,FEMALE,4,15,4
20201120,"83,959,268",127.0753,37.33022,41,경기도,4146,용인시,41465530,신봉동,금,18,MALE,1,4,6
20201120,"84,887,599",127.1071,37.50565,11,서울특별시,1171,송파구,11710580,송파1동,금,11,MALE,3,4,5
20201120,"72,952,253",126.6856,37.46203,28,인천광역시,2817,미추홀구,28177620,주안1동,금,17,MALE,1,38,5
20201120,"83,719,967",127.065,37.63845,11,서울특별시,1135,노원구,11350625,중계2.3동,금,20,MALE,5,11,9
20201120,"84,903,385",127.1082,37.40965,41,경기도,4113,성남시,41131650,시흥동,금,13,MALE,4,6,3
20201112,"74,744,056",126.7493,37.42414,28,인천광역시,2820,남동구,28200655,서창2동,목,23,FEMALE,3,23,5
20201112,"69,256,550",126.5546,37.4908,28,인천광역시,2811,중구,28110622,영종1동,목,15,FEMALE,5,10,5
20201112,"84,312,011",127.0858,37.67503,11,서울특별시,1135,노원구,11350665,상계3.4동,목,7,MALE,6,7,4
20201112,"84,646,494",127.1013,37.00084,41,경기도,4122,평택시,41220620,비전1동,목,22,MALE,1,7,5
20201112,"74,744,056",126.7493,37.42414,28,인천광역시,2820,남동구,28200655,서창2동,목,22,FEMALE,5,24,5
20201112,"69,256,550",126.5546,37.4908,28,인천광역시,2811,중구,28110622,영종1동,목,13,MALE,6,6,3
20201112,"83,622,708",127.0649,37.06832,41,경기도,4122,평택시,41220520,서정동,목,2,MALE,4,4,3
20201112,"75,378,661",126.7939,35.01054,46,전라남도,4617,나주시,46170620,빛가람동,목,21,FEMALE,2,17,11
20201112,"79,735,959",126.9248,37.52202,11,서울특별시,1156,영등포구,11560540,여의동,목,16,MALE,5,14,21
20201112,"75,272,403",126.7662,37.5955,41,경기도,4157,김포시,41570253,고촌읍,목,15,MALE,4,5,3
20201112,"79,735,959",126.9248,37.52202,11,서울특별시,1156,영등포구,11560540,여의동,목,22,MALE,3,21,32
20201112,"134,181,182",128.8553,37.79774,42,강원도,4215,강릉시,42150665,경포동,목,11,MALE,4,9,9
20201112,"79,735,959",126.9248,37.52202,11,서울특별시,1156,영등포구,11560540,여의동,목,19,FEMALE,6,7,28
20201112,"82,215,721",127.0128,37.48501,11,서울특별시,1165,서초구,11650530,서초3동,목,17,MALE,4,14,6
20201112,"81,527,945",126.9879,37.56648,11,서울특별시,1114,중구,11140550,명동,목,16,MALE,3,16,4
